Tipo_Solicitud_enc,Prioridad_enc,Aseguradora_enc,Producto_enc,Verificacion_de_dia_enc,Nro_atenciones,CRUCE_ANS_num,hora_decimal,mes_solicitud,semana_anio,dia_semana_num,es_fin_semana,es_inicio_mes,es_fin_mes,es_despues_5pm,target,ANS_FORMULA
5,2,19,11,2,1.0,1,16.516666666666666,1,4,1,0,0,0,0,0,Dentro ANS
5,2,19,13,2,1.0,3,16.516666666666666,1,4,1,0,0,0,0,0,Dentro ANS
5,4,26,5,2,1.0,1,16.416666666666668,1,4,1,0,0,0,0,0,Dentro ANS
5,4,26,13,2,1.0,1,16.366666666666667,1,4,1,0,0,0,0,0,Dentro ANS
32,2,12,13,2,1.0,10,16.183333333333334,1,4,1,0,0,0,0,0,Dentro ANS
22,2,21,5,2,1.0,3,16.183333333333334,1,4,1,0,0,0,0,0,Dentro ANS
5,2,19,10,2,2.0,3,16.166666666666668,1,4,1,0,0,0,0,0,Dentro ANS
5,2,19,13,2,1.0,3,16.166666666666668,1,4,1,0,0,0,0,0,Dentro ANS
22,2,16,10,2,2.0,3,16.166666666666668,1,4,1,0,0,0,0,1,Fuera ANS
5,2,19,13,2,1.0,3,16.166666666666668,1,4,1,0,0,0,0,0,Dentro ANS
22,1,25,6,2,1.0,4,16.133333333333333,1,4,1,0,0,0,0,0,Dentro ANS
22,2,14,6,2,6.0,4,16.133333333333333,1,4,1,0,0,0,0,0,Dentro ANS
5,4,6,10,2,2.0,1,16.116666666666667,1,4,1,0,0,0,0,0,Dentro ANS
12,2,15,10,2,2.0,1,16.066666666666666,1,4,1,0,0,0,0,1,Fuera ANS
32,2,26,7,2,1.0,0,16.033333333333335,1,4,1,0,0,0,0,1,Fuera ANS
30,2,20,6,2,1.0,0,16.016666666666666,1,4,1,0,0,0,0,1,Fuera ANS
32,2,11,13,2,1.0,10,16.0,1,4,1,0,0,0,0,0,Dentro ANS
22,2,6,5,2,1.0,3,15.7,1,4,1,0,0,0,0,0,Dentro ANS
14,1,6,6,2,1.0,2,15.683333333333334,1,4,1,0,0,0,0,0,Dentro ANS
14,1,6,6,2,1.0,2,15.65,1,4,1,0,0,0,0,1,Fuera ANS
22,2,2,5,2,1.0,3,15.5,1,4,1,0,0,0,0,1,Fuera ANS
22,2,19,10,2,2.0,1,15.483333333333333,1,4,1,0,0,0,0,1,Fuera ANS
26,4,11,10,2,2.0,3,15.466666666666667,1,4,1,0,0,0,0,0,Dentro ANS
26,4,26,11,2,2.0,3,15.466666666666667,1,4,1,0,0,0,0,0,Dentro ANS
24,4,26,13,2,2.0,1,15.466666666666667,1,4,1,0,0,0,0,1,Fuera ANS
14,0,25,6,2,1.0,3,15.45,1,4,1,0,0,0,0,0,Dentro ANS
14,0,26,9,2,1.0,3,15.45,1,4,1,0,0,0,0,0,Dentro ANS
4,2,6,5,2,1.0,3,15.383333333333333,1,4,1,0,0,0,0,0,Dentro ANS
22,2,6,6,2,2.0,2,15.366666666666667,1,4,1,0,0,0,0,0,Dentro ANS
14,2,16,13,2,1.0,3,15.366666666666667,1,4,1,0,0,0,0,0,Dentro ANS
32,0,6,5,2,1.0,10,15.35,1,4,1,0,0,0,0,0,Dentro ANS
32,0,19,10,2,2.0,10,15.35,1,4,1,0,0,0,0,0,Dentro ANS
22,2,6,6,2,1.0,2,15.333333333333334,1,4,1,0,0,0,0,0,Dentro ANS
22,2,6,6,2,1.0,2,15.333333333333334,1,4,1,0,0,0,0,1,Fuera ANS
14,2,25,6,2,8.0,3,15.316666666666666,1,4,1,0,0,0,0,0,Dentro ANS
14,2,25,6,2,4.0,3,15.316666666666666,1,4,1,0,0,0,0,1,Fuera ANS
22,2,19,6,2,2.0,2,15.3,1,4,1,0,0,0,0,1,Fuera ANS
22,2,19,6,2,1.0,2,15.3,1,4,1,0,0,0,0,1,Fuera ANS
30,2,26,13,2,2.0,2,15.3,1,4,1,0,0,0,0,0,Dentro ANS
18,2,25,9,2,5.0,5,15.3,1,4,1,0,0,0,0,0,Dentro ANS
19,2,25,9,2,10.0,5,15.3,1,4,1,0,0,0,0,0,Dentro ANS
32,2,6,5,2,4.0,0,15.283333333333333,1,4,1,0,0,0,0,1,Fuera ANS
22,2,28,6,2,1.0,4,15.283333333333333,1,4,1,0,0,0,0,0,Dentro ANS
22,2,6,6,2,2.0,2,15.266666666666667,1,4,1,0,0,0,0,0,Dentro ANS
22,2,6,6,2,1.0,2,15.25,1,4,1,0,0,0,0,0,Dentro ANS
27,2,6,5,2,1.0,0,15.2,1,4,1,0,0,0,0,1,Fuera ANS
32,2,19,10,2,1.0,10,15.15,1,4,1,0,0,0,0,0,Dentro ANS
5,2,11,10,2,2.0,1,15.1,1,4,1,0,0,0,0,0,Dentro ANS
5,2,20,6,2,1.0,2,15.033333333333333,1,4,1,0,0,0,0,0,Dentro ANS
22,2,26,10,2,2.0,1,15.033333333333333,1,4,1,0,0,0,0,0,Dentro ANS
12,2,28,11,2,1.0,1,15.016666666666667,1,4,1,0,0,0,0,0,Dentro ANS
22,2,23,5,2,1.0,3,14.966666666666667,1,4,1,0,0,0,0,0,Dentro ANS
30,2,26,13,2,1.0,2,14.95,1,4,1,0,0,0,0,0,Dentro ANS
32,2,26,13,2,3.0,10,14.883333333333333,1,4,1,0,0,0,0,0,Dentro ANS
32,2,26,13,2,1.0,10,14.883333333333333,1,4,1,0,0,0,0,0,Dentro ANS
14,2,25,6,2,1.0,3,14.866666666666667,1,4,1,0,0,0,0,0,Dentro ANS
22,2,20,6,2,14.0,4,14.833333333333334,1,4,1,0,0,0,0,0,Dentro ANS
32,2,15,10,2,2.0,10,14.816666666666666,1,4,1,0,0,0,0,0,Dentro ANS
5,4,15,10,2,2.0,1,14.75,1,4,1,0,0,0,0,0,Dentro ANS
32,0,14,10,2,1.0,10,14.6,1,4,1,0,0,0,0,0,Dentro ANS
32,2,26,10,2,1.0,10,14.55,1,4,1,0,0,0,0,0,Dentro ANS
32,2,26,10,2,1.0,10,14.55,1,4,1,0,0,0,0,0,Dentro ANS
14,2,6,5,2,1.0,3,14.533333333333333,1,4,1,0,0,0,0,0,Dentro ANS
14,2,21,5,2,1.0,3,14.483333333333333,1,4,1,0,0,0,0,0,Dentro ANS
27,2,2,5,2,1.0,0,14.483333333333333,1,4,1,0,0,0,0,1,Fuera ANS
12,2,26,13,2,2.0,1,14.466666666666667,1,4,1,0,0,0,0,0,Dentro ANS
19,2,26,13,2,2.0,3,14.466666666666667,1,4,1,0,0,0,0,0,Dentro ANS
12,2,26,13,2,4.0,1,14.45,1,4,1,0,0,0,0,0,Dentro ANS
22,2,26,10,2,2.0,1,14.433333333333334,1,4,1,0,0,0,0,0,Dentro ANS
14,2,25,6,2,3.0,3,14.4,1,4,1,0,0,0,0,0,Dentro ANS
32,0,26,13,2,2.0,10,14.4,1,4,1,0,0,0,0,0,Dentro ANS
32,0,26,13,2,2.0,10,14.4,1,4,1,0,0,0,0,0,Dentro ANS
14,2,26,7,2,1.0,3,14.383333333333333,1,4,1,0,0,0,0,0,Dentro ANS
22,0,15,10,2,2.0,1,14.366666666666667,1,4,1,0,0,0,0,0,Dentro ANS
14,2,26,7,2,1.0,3,14.033333333333333,1,4,1,0,0,0,0,0,Dentro ANS
22,2,9,5,2,1.0,3,13.95,1,4,1,0,0,0,0,0,Dentro ANS
32,2,19,13,2,1.0,10,13.916666666666666,1,4,1,0,0,0,0,0,Dentro ANS
32,2,19,13,2,1.0,10,13.916666666666666,1,4,1,0,0,0,0,0,Dentro ANS
32,2,15,10,2,2.0,10,13.85,1,4,1,0,0,0,0,0,Dentro ANS
32,2,15,13,2,1.0,10,13.85,1,4,1,0,0,0,0,0,Dentro ANS
32,2,15,10,2,1.0,10,13.85,1,4,1,0,0,0,0,0,Dentro ANS
32,0,15,10,2,2.0,10,13.833333333333334,1,4,1,0,0,0,0,0,Dentro ANS
12,2,26,13,2,1.0,1,13.766666666666667,1,4,1,0,0,0,0,0,Dentro ANS
32,2,6,5,2,1.0,0,13.75,1,4,1,0,0,0,0,1,Fuera ANS
32,2,19,10,2,1.0,10,13.75,1,4,1,0,0,0,0,0,Dentro ANS
32,4,6,5,2,1.0,3,13.733333333333333,1,4,1,0,0,0,0,0,Dentro ANS
14,2,26,6,2,1.0,3,13.733333333333333,1,4,1,0,0,0,0,0,Dentro ANS
32,4,6,5,2,2.0,3,13.716666666666667,1,4,1,0,0,0,0,0,Dentro ANS
22,2,20,6,2,1.0,4,13.65,1,4,1,0,0,0,0,0,Dentro ANS
22,2,20,6,2,1.0,4,13.65,1,4,1,0,0,0,0,0,Dentro ANS
14,2,19,7,2,1.0,3,13.633333333333333,1,4,1,0,0,0,0,1,Fuera ANS
4,2,6,5,2,1.0,3,13.616666666666667,1,4,1,0,0,0,0,0,Dentro ANS
22,2,6,6,2,2.0,2,13.616666666666667,1,4,1,0,0,0,0,1,Fuera ANS
22,2,25,6,2,1.0,4,13.616666666666667,1,4,1,0,0,0,0,0,Dentro ANS
14,2,19,7,2,1.0,3,13.5,1,4,1,0,0,0,0,1,Fuera ANS
22,2,19,7,2,1.0,4,13.5,1,4,1,0,0,0,0,0,Dentro ANS
14,0,6,6,2,1.0,2,13.416666666666666,1,4,1,0,0,0,0,1,Fuera ANS
22,2,6,5,2,1.0,3,13.316666666666666,1,4,1,0,0,0,0,0,Dentro ANS
14,2,20,6,2,1.0,3,13.216666666666667,1,4,1,0,0,0,0,1,Fuera ANS
22,2,20,6,2,1.0,4,13.216666666666667,1,4,1,0,0,0,0,1,Fuera ANS
5,4,26,10,2,2.0,3,13.2,1,4,1,0,0,0,0,0,Dentro ANS
6,2,25,6,2,1.0,0,13.166666666666666,1,4,1,0,0,0,0,1,Fuera ANS
5,4,11,10,2,3.0,1,13.083333333333334,1,4,1,0,0,0,0,1,Fuera ANS
22,2,20,6,2,1.0,4,13.016666666666667,1,4,1,0,0,0,0,1,Fuera ANS
8,0,19,9,2,1.0,0,13.016666666666667,1,4,1,0,0,0,0,1,Fuera ANS
4,2,6,5,2,1.0,3,13.016666666666667,1,4,1,0,0,0,0,1,Fuera ANS
22,2,20,9,2,1.0,4,13.016666666666667,1,4,1,0,0,0,0,1,Fuera ANS
14,2,6,5,2,1.0,3,12.966666666666667,1,4,1,0,0,0,0,0,Dentro ANS
22,2,6,6,2,1.0,2,12.966666666666667,1,4,1,0,0,0,0,1,Fuera ANS
5,4,16,10,2,3.0,3,12.866666666666667,1,4,1,0,0,0,0,0,Dentro ANS
14,2,6,6,2,1.0,2,12.85,1,4,1,0,0,0,0,1,Fuera ANS
32,0,15,10,2,2.0,10,12.85,1,4,1,0,0,0,0,0,Dentro ANS
22,0,15,10,2,1.0,1,12.833333333333334,1,4,1,0,0,0,0,1,Fuera ANS
22,0,6,6,2,3.0,2,12.783333333333333,1,4,1,0,0,0,0,1,Fuera ANS
12,2,26,3,2,1.0,3,12.766666666666667,1,4,1,0,0,0,0,0,Dentro ANS
32,2,19,10,2,2.0,10,12.733333333333333,1,4,1,0,0,0,0,0,Dentro ANS
22,2,25,6,2,2.0,4,12.7,1,4,1,0,0,0,0,0,Dentro ANS
26,4,1,5,2,1.0,0,12.7,1,4,1,0,0,0,0,0,Dentro ANS
30,2,6,5,2,1.0,0,12.683333333333334,1,4,1,0,0,0,0,0,Dentro ANS
22,2,25,6,2,5.0,4,12.466666666666667,1,4,1,0,0,0,0,0,Dentro ANS
3,0,25,6,2,1.0,4,12.383333333333333,1,4,1,0,0,0,0,1,Fuera ANS
32,0,15,10,2,2.0,10,12.383333333333333,1,4,1,0,0,0,0,0,Dentro ANS
22,2,15,10,2,2.0,3,12.3,1,4,1,0,0,0,0,0,Dentro ANS
5,2,19,11,2,1.0,3,12.3,1,4,1,0,0,0,0,0,Dentro ANS
5,2,19,13,2,1.0,3,12.3,1,4,1,0,0,0,0,0,Dentro ANS
12,2,15,10,2,1.0,3,12.3,1,4,1,0,0,0,0,0,Dentro ANS
12,2,15,11,2,1.0,3,12.3,1,4,1,0,0,0,0,0,Dentro ANS
5,2,26,13,2,1.0,1,12.166666666666666,1,4,1,0,0,0,0,0,Dentro ANS
14,2,26,6,2,1.0,2,12.083333333333334,1,4,1,0,0,0,0,1,Fuera ANS
14,2,6,5,2,2.0,3,12.066666666666666,1,4,1,0,0,0,0,0,Dentro ANS
5,2,20,6,2,1.0,2,11.966666666666667,1,4,1,0,0,0,0,0,Dentro ANS
5,2,15,10,2,2.0,1,11.933333333333334,1,4,1,0,0,0,0,0,Dentro ANS
18,2,25,6,2,1.0,5,11.916666666666666,1,4,1,0,0,0,0,0,Dentro ANS
4,2,6,5,2,1.0,3,11.85,1,4,1,0,0,0,0,0,Dentro ANS
32,0,15,10,2,2.0,10,11.816666666666666,1,4,1,0,0,0,0,0,Dentro ANS
5,2,12,10,2,1.0,1,11.683333333333334,1,4,1,0,0,0,0,1,Fuera ANS
32,2,26,10,2,1.0,10,11.616666666666667,1,4,1,0,0,0,0,0,Dentro ANS
22,2,24,10,2,3.0,3,11.583333333333334,1,4,1,0,0,0,0,0,Dentro ANS
32,2,19,13,2,1.0,10,11.5,1,4,1,0,0,0,0,0,Dentro ANS
32,2,15,10,2,2.0,10,11.5,1,4,1,0,0,0,0,0,Dentro ANS
4,2,6,5,2,1.0,3,11.466666666666667,1,4,1,0,0,0,0,0,Dentro ANS
30,2,26,13,2,1.0,2,11.416666666666666,1,4,1,0,0,0,0,0,Dentro ANS
20,2,9,5,2,1.0,0,11.4,1,4,1,0,0,0,0,0,Dentro ANS
32,2,15,10,2,1.0,10,11.383333333333333,1,4,1,0,0,0,0,0,Dentro ANS
5,2,19,11,2,1.0,1,11.383333333333333,1,4,1,0,0,0,0,0,Dentro ANS
5,2,19,13,2,1.0,1,11.383333333333333,1,4,1,0,0,0,0,0,Dentro ANS
5,2,19,10,2,1.0,1,11.366666666666667,1,4,1,0,0,0,0,0,Dentro ANS
5,2,19,11,2,1.0,1,11.366666666666667,1,4,1,0,0,0,0,0,Dentro ANS
5,2,19,13,2,1.0,1,11.366666666666667,1,4,1,0,0,0,0,0,Dentro ANS
14,2,19,7,2,1.0,2,11.35,1,4,1,0,0,0,0,1,Fuera ANS
5,2,19,10,2,1.0,1,11.333333333333334,1,4,1,0,0,0,0,0,Dentro ANS
5,2,19,11,2,1.0,1,11.333333333333334,1,4,1,0,0,0,0,0,Dentro ANS
5,2,19,13,2,1.0,1,11.333333333333334,1,4,1,0,0,0,0,0,Dentro ANS
5,2,19,10,2,1.0,1,11.316666666666666,1,4,1,0,0,0,0,0,Dentro ANS
5,2,19,11,2,1.0,1,11.316666666666666,1,4,1,0,0,0,0,0,Dentro ANS
5,2,19,13,2,1.0,1,11.316666666666666,1,4,1,0,0,0,0,0,Dentro ANS
5,4,11,10,2,3.0,1,11.25,1,4,1,0,0,0,0,1,Fuera ANS
14,2,6,6,2,1.0,2,11.233333333333333,1,4,1,0,0,0,0,1,Fuera ANS
12,2,19,10,2,1.0,1,11.233333333333333,1,4,1,0,0,0,0,0,Dentro ANS
22,2,25,6,2,1.0,4,11.216666666666667,1,4,1,0,0,0,0,0,Dentro ANS
5,2,25,6,2,1.0,2,11.216666666666667,1,4,1,0,0,0,0,0,Dentro ANS
4,2,6,5,2,1.0,3,11.2,1,4,1,0,0,0,0,1,Fuera ANS
14,2,28,6,2,1.0,3,11.183333333333334,1,4,1,0,0,0,0,0,Dentro ANS
18,0,20,6,2,2.0,5,11.183333333333334,1,4,1,0,0,0,0,0,Dentro ANS
33,2,6,5,2,1.0,0,11.166666666666666,1,4,1,0,0,0,0,0,Dentro ANS
14,2,6,6,2,1.0,2,11.133333333333333,1,4,1,0,0,0,0,1,Fuera ANS
22,2,19,6,2,2.0,2,11.116666666666667,1,4,1,0,0,0,0,1,Fuera ANS
22,2,25,6,2,1.0,4,11.116666666666667,1,4,1,0,0,0,0,0,Dentro ANS
22,2,25,6,2,3.0,4,11.116666666666667,1,4,1,0,0,0,0,0,Dentro ANS
14,2,26,13,2,1.0,1,11.066666666666666,1,4,1,0,0,0,0,0,Dentro ANS
26,1,6,6,2,1.0,2,11.033333333333333,1,4,1,0,0,0,0,0,Dentro ANS
32,0,19,11,2,1.0,10,11.016666666666667,1,4,1,0,0,0,0,0,Dentro ANS
14,4,21,5,2,1.0,3,10.95,1,4,1,0,0,0,0,0,Dentro ANS
32,2,6,5,2,1.0,0,10.933333333333334,1,4,1,0,0,0,0,1,Fuera ANS
32,2,6,5,2,1.0,0,10.933333333333334,1,4,1,0,0,0,0,1,Fuera ANS
32,2,6,5,2,1.0,0,10.933333333333334,1,4,1,0,0,0,0,1,Fuera ANS
22,2,19,6,2,1.0,4,10.916666666666666,1,4,1,0,0,0,0,1,Fuera ANS
5,2,12,10,2,1.0,1,10.916666666666666,1,4,1,0,0,0,0,1,Fuera ANS
22,0,26,7,2,1.0,4,10.883333333333333,1,4,1,0,0,0,0,1,Fuera ANS
22,0,25,6,2,1.0,4,10.866666666666667,1,4,1,0,0,0,0,0,Dentro ANS
22,2,11,10,2,4.0,1,10.866666666666667,1,4,1,0,0,0,0,0,Dentro ANS
32,2,15,11,2,1.0,10,10.866666666666667,1,4,1,0,0,0,0,0,Dentro ANS
22,2,11,10,2,2.0,3,10.866666666666667,1,4,1,0,0,0,0,0,Dentro ANS
5,0,25,6,2,1.0,2,10.866666666666667,1,4,1,0,0,0,0,0,Dentro ANS
14,1,25,6,2,3.0,3,10.766666666666667,1,4,1,0,0,0,0,0,Dentro ANS
5,2,12,10,2,1.0,1,10.766666666666667,1,4,1,0,0,0,0,1,Fuera ANS
5,4,16,10,2,3.0,1,10.733333333333333,1,4,1,0,0,0,0,1,Fuera ANS
5,2,12,10,2,2.0,1,10.716666666666667,1,4,1,0,0,0,0,1,Fuera ANS
32,2,26,13,2,1.0,10,10.65,1,4,1,0,0,0,0,0,Dentro ANS
32,2,19,10,2,2.0,10,10.616666666666667,1,4,1,0,0,0,0,0,Dentro ANS
22,6,26,11,2,1.0,3,10.566666666666666,1,4,1,0,0,0,0,0,Dentro ANS
5,6,26,3,2,1.0,3,10.566666666666666,1,4,1,0,0,0,0,0,Dentro ANS
32,2,6,5,2,1.0,0,10.55,1,4,1,0,0,0,0,1,Fuera ANS
22,2,6,5,2,1.0,3,10.533333333333333,1,4,1,0,0,0,0,0,Dentro ANS
26,2,1,5,2,1.0,0,10.5,1,4,1,0,0,0,0,1,Fuera ANS
5,6,19,10,2,1.0,1,10.483333333333333,1,4,1,0,0,0,0,0,Dentro ANS
5,6,19,11,2,1.0,1,10.483333333333333,1,4,1,0,0,0,0,0,Dentro ANS
5,6,19,13,2,1.0,1,10.483333333333333,1,4,1,0,0,0,0,0,Dentro ANS
20,2,7,5,2,1.0,0,10.45,1,4,1,0,0,0,0,1,Fuera ANS
12,2,11,10,2,2.0,1,10.433333333333334,1,4,1,0,0,0,0,0,Dentro ANS
4,2,6,5,2,1.0,3,10.433333333333334,1,4,1,0,0,0,0,0,Dentro ANS
22,2,6,5,2,1.0,3,10.383333333333333,1,4,1,0,0,0,0,0,Dentro ANS
33,2,6,5,2,1.0,0,10.35,1,4,1,0,0,0,0,1,Fuera ANS
22,4,19,6,2,2.0,2,10.316666666666666,1,4,1,0,0,0,0,0,Dentro ANS
22,2,20,6,2,1.0,4,10.283333333333333,1,4,1,0,0,0,0,0,Dentro ANS
22,2,19,9,2,1.0,4,10.283333333333333,1,4,1,0,0,0,0,0,Dentro ANS
5,6,6,5,2,1.0,1,10.2,1,4,1,0,0,0,0,0,Dentro ANS
14,4,26,7,2,11.0,3,10.15,1,4,1,0,0,0,0,0,Dentro ANS
16,2,6,5,2,1.0,0,10.116666666666667,1,4,1,0,0,0,0,0,Dentro ANS
22,2,10,5,2,1.0,3,10.016666666666667,1,4,1,0,0,0,0,0,Dentro ANS
3,2,25,6,2,1.0,4,10.016666666666667,1,4,1,0,0,0,0,0,Dentro ANS
14,2,25,6,2,1.0,3,10.0,1,4,1,0,0,0,0,0,Dentro ANS
14,2,26,9,2,1.0,3,10.0,1,4,1,0,0,0,0,0,Dentro ANS
22,0,20,6,2,3.0,4,9.916666666666666,1,4,1,0,0,0,0,0,Dentro ANS
22,2,6,5,2,1.0,3,9.916666666666666,1,4,1,0,0,0,0,0,Dentro ANS
5,5,6,10,2,2.0,1,9.9,1,4,1,0,0,0,0,1,Fuera ANS
26,0,6,5,2,1.0,0,9.866666666666667,1,4,1,0,0,0,0,0,Dentro ANS
5,4,26,13,2,1.0,1,9.8,1,4,1,0,0,0,0,0,Dentro ANS
8,2,6,5,2,1.0,0,9.6,1,4,1,0,0,0,0,0,Dentro ANS
26,0,25,6,2,1.0,4,9.55,1,4,1,0,0,0,0,0,Dentro ANS
5,2,15,10,2,2.0,1,9.533333333333333,1,4,1,0,0,0,0,0,Dentro ANS
12,4,26,11,2,3.0,3,9.483333333333333,1,4,1,0,0,0,0,0,Dentro ANS
14,2,1,5,2,1.0,3,9.45,1,4,1,0,0,0,0,0,Dentro ANS
32,0,19,13,2,1.0,10,9.416666666666666,1,4,1,0,0,0,0,0,Dentro ANS
32,0,19,13,2,1.0,10,9.416666666666666,1,4,1,0,0,0,0,0,Dentro ANS
32,2,26,3,2,1.0,10,9.383333333333333,1,4,1,0,0,0,0,0,Dentro ANS
22,2,6,5,2,1.0,3,9.366666666666667,1,4,1,0,0,0,0,0,Dentro ANS
5,4,26,10,2,2.0,1,9.35,1,4,1,0,0,0,0,0,Dentro ANS
22,2,6,5,2,1.0,3,9.283333333333333,1,4,1,0,0,0,0,0,Dentro ANS
22,2,19,10,2,2.0,1,9.266666666666667,1,4,1,0,0,0,0,0,Dentro ANS
5,2,15,11,2,1.0,1,9.2,1,4,1,0,0,0,0,0,Dentro ANS
9,2,10,5,2,1.0,0,9.183333333333334,1,4,1,0,0,0,0,0,Dentro ANS
14,2,25,6,2,2.0,3,9.0,1,4,1,0,0,0,0,0,Dentro ANS
14,2,25,6,2,1.0,3,8.983333333333333,1,4,1,0,0,0,0,0,Dentro ANS
3,2,25,6,2,1.0,4,8.983333333333333,1,4,1,0,0,0,0,0,Dentro ANS
22,2,25,6,2,3.0,4,8.616666666666667,1,4,1,0,0,0,0,0,Dentro ANS
22,2,2,5,2,1.0,3,8.55,1,4,1,0,0,0,0,0,Dentro ANS
5,4,15,10,2,2.0,1,8.466666666666667,1,4,1,0,0,0,0,0,Dentro ANS
22,2,2,5,2,1.0,3,8.216666666666667,1,4,1,0,0,0,0,0,Dentro ANS
22,2,6,6,2,4.0,2,7.616666666666667,1,4,1,0,0,0,0,0,Dentro ANS
24,4,26,13,2,1.0,1,7.016666666666667,1,4,1,0,0,0,0,1,Fuera ANS
30,4,19,13,2,2.0,2,6.133333333333334,1,4,1,0,0,0,0,0,Dentro ANS
19,2,11,13,2,1.0,3,5.65,1,4,1,0,0,0,0,0,Dentro ANS
32,2,11,5,2,1.0,10,3.4833333333333334,1,4,1,0,0,0,0,0,Dentro ANS
22,2,25,6,2,1.0,4,0.5333333333333333,1,4,1,0,0,0,0,0,Dentro ANS
5,2,15,10,2,1.0,1,0.16666666666666666,1,4,1,0,0,0,0,0,Dentro ANS
5,2,28,11,2,1.0,3,0.16666666666666666,1,4,1,0,0,0,0,0,Dentro ANS
19,2,19,10,2,2.0,3,0.0,1,4,1,0,0,0,0,0,Dentro ANS
5,4,11,10,2,1.0,3,0.0,1,4,1,0,0,0,0,0,Dentro ANS
20,2,6,5,2,1.0,0,0.0,1,4,1,0,0,0,0,0,Dentro ANS
5,4,26,13,2,1.0,3,0.0,1,4,1,0,0,0,0,0,Dentro ANS
22,2,19,9,2,1.0,4,0.0,1,4,1,0,0,0,0,1,Fuera ANS
10,2,26,7,2,1.0,0,23.983333333333334,1,4,0,0,0,0,1,0,Dentro ANS
22,2,6,6,2,4.0,2,23.666666666666668,1,4,0,0,0,0,1,0,Dentro ANS
22,2,25,6,2,1.0,4,23.516666666666666,1,4,0,0,0,0,1,0,Dentro ANS
12,4,25,7,2,1.0,0,23.066666666666666,1,4,0,0,0,0,1,1,Fuera ANS
22,4,25,6,2,2.0,4,22.25,1,4,0,0,0,0,1,0,Dentro ANS
22,4,26,13,2,1.0,1,21.65,1,4,0,0,0,0,1,0,Dentro ANS
22,2,16,10,2,2.0,3,21.633333333333333,1,4,0,0,0,0,1,0,Dentro ANS
32,2,14,10,2,2.0,10,21.583333333333332,1,4,0,0,0,0,1,0,Dentro ANS
12,2,26,13,2,1.0,3,21.433333333333334,1,4,0,0,0,0,1,0,Dentro ANS
4,2,6,5,2,1.0,3,21.316666666666666,1,4,0,0,0,0,1,0,Dentro ANS
5,0,26,13,2,2.0,1,21.2,1,4,0,0,0,0,1,0,Dentro ANS
5,2,12,10,2,1.0,1,20.733333333333334,1,4,0,0,0,0,1,1,Fuera ANS
32,4,6,5,2,1.0,3,20.433333333333334,1,4,0,0,0,0,1,0,Dentro ANS
32,4,6,5,2,1.0,3,20.4,1,4,0,0,0,0,1,0,Dentro ANS
12,6,11,10,2,1.0,3,20.35,1,4,0,0,0,0,1,0,Dentro ANS
12,6,11,11,2,2.0,3,20.35,1,4,0,0,0,0,1,0,Dentro ANS
12,6,11,10,2,1.0,3,20.35,1,4,0,0,0,0,1,0,Dentro ANS
22,2,11,10,2,3.0,1,20.266666666666666,1,4,0,0,0,0,1,1,Fuera ANS
5,4,26,13,2,1.0,1,19.65,1,4,0,0,0,0,1,0,Dentro ANS
5,4,26,13,2,1.0,1,19.516666666666666,1,4,0,0,0,0,1,0,Dentro ANS
5,4,26,13,2,1.0,1,19.383333333333333,1,4,0,0,0,0,1,0,Dentro ANS
14,2,25,6,2,1.0,3,19.333333333333332,1,4,0,0,0,0,1,0,Dentro ANS
30,2,26,13,2,2.0,2,19.316666666666666,1,4,0,0,0,0,1,0,Dentro ANS
5,4,26,13,2,1.0,1,19.316666666666666,1,4,0,0,0,0,1,0,Dentro ANS
24,4,25,6,2,1.0,0,19.2,1,4,0,0,0,0,1,1,Fuera ANS
30,2,26,10,2,5.0,2,18.966666666666665,1,4,0,0,0,0,1,0,Dentro ANS
5,4,26,11,2,2.0,1,18.916666666666668,1,4,0,0,0,0,1,0,Dentro ANS
19,2,26,3,2,1.0,1,18.816666666666666,1,4,0,0,0,0,1,0,Dentro ANS
19,2,25,6,2,1.0,5,18.766666666666666,1,4,0,0,0,0,1,0,Dentro ANS
6,0,26,7,2,2.0,0,18.633333333333333,1,4,0,0,0,0,1,1,Fuera ANS
32,2,26,3,2,1.0,10,18.616666666666667,1,4,0,0,0,0,1,0,Dentro ANS
12,2,19,10,2,2.0,1,18.416666666666668,1,4,0,0,0,0,1,1,Fuera ANS
19,2,26,7,2,2.0,5,18.383333333333333,1,4,0,0,0,0,1,0,Dentro ANS
5,0,12,10,2,2.0,1,18.266666666666666,1,4,0,0,0,0,1,1,Fuera ANS
22,2,20,6,2,1.0,4,18.2,1,4,0,0,0,0,1,0,Dentro ANS
22,2,20,6,2,1.0,4,18.2,1,4,0,0,0,0,1,0,Dentro ANS
22,0,19,11,2,1.0,1,18.116666666666667,1,4,0,0,0,0,1,0,Dentro ANS
32,4,6,5,2,2.0,0,18.05,1,4,0,0,0,0,1,0,Dentro ANS
32,2,26,9,2,4.0,0,18.05,1,4,0,0,0,0,1,0,Dentro ANS
5,2,19,10,2,2.0,1,18.05,1,4,0,0,0,0,1,0,Dentro ANS
30,2,26,13,2,1.0,2,18.05,1,4,0,0,0,0,1,0,Dentro ANS
5,2,19,10,2,2.0,3,18.05,1,4,0,0,0,0,1,0,Dentro ANS
5,2,12,10,2,3.0,1,17.916666666666668,1,4,0,0,0,0,1,1,Fuera ANS
30,2,26,7,2,1.0,0,17.9,1,4,0,0,0,0,1,1,Fuera ANS
